1,gene,100,5645
1,transcript,100,5645
1,exon,5494,5645
1,CDS,5494,5645
1,start_codon,5643,5645
1,exon,5322,5422
1,CDS,5322,5422
1,exon,3958,5263
1,CDS,3958,5263
1,exon,3206,3890
1,CDS,3206,3890
1,exon,2846,3126
1,CDS,2846,3126
1,exon,2322,2782
1,CDS,2322,2782
1,exon,1823,2274
1,CDS,1823,2274
1,exon,1556,1767
1,CDS,1556,1767
1,exon,100,1497
1,CDS,168,1497
1,three_prime_utr,100,167
1,gene,5928,7982
1,transcript,5928,7982
1,exon,7685,7982
1,CDS,7685,7769
1,start_codon,7767,7769
1,exon,5928,7626
1,CDS,6209,7626
1,five_prime_utr,7770,7982
1,three_prime_utr,5928,6208
1,transcript,6209,7769
1,exon,7685,7769
1,CDS,7685,7769
1,start_codon,7767,7769
1,exon,6209,7626
1,CDS,6212,7626
1,stop_codon,6209,6211
1,gene,8766,9603
1,transcript,8766,9603
1,exon,9311,9603
1,CDS,9311,9480
1,start_codon,9478,9480
1,exon,8766,9246
1,CDS,9129,9246
1,stop_codon,9126,9128
1,five_prime_utr,9481,9603
1,three_prime_utr,8766,9125
1,gene,10835,11664
1,transcript,10835,11664
1,exon,11423,11664
1,CDS,11423,11501
1,start_codon,11499,11501
1,exon,10835,11307
1,CDS,11063,11307
1,stop_codon,11060,11062
1,five_prime_utr,11502,11664
1,three_prime_utr,10835,11059
1,gene,11773,12393
1,transcript,11773,12393
1,exon,11929,12393
1,CDS,11929,12393
1,start_codon,12391,12393
1,exon,11773,11858
1,CDS,11838,11858
1,three_prime_utr,11773,11837
1,gene,12789,13877
1,transcript,12789,13877
1,exon,12789,12903
1,CDS,12800,12903
1,start_codon,12800,12802
1,exon,12992,13076
1,CDS,12992,13076
1,exon,13137,13255
1,CDS,13137,13255
1,exon,13311,13479
1,CDS,13311,13479
1,exon,13531,13877
1,CDS,13531,13578
1,five_prime_utr,12789,12799
1,three_prime_utr,13579,13877
1,gene,14025,16421
1,transcript,14025,16421
1,exon,16002,16421
1,CDS,16002,16370
1,start_codon,16368,16370
1,exon,15835,15947
1,CDS,15835,15947
1,exon,15671,15781
1,CDS,15671,15781
1,exon,15493,15620
1,CDS,15493,15620
1,exon,15242,15436
1,CDS,15242,15436
1,exon,15136,15191
1,CDS,15136,15191
1,exon,14968,15068
1,CDS,14968,15068
1,exon,14846,14899
1,CDS,14846,14899
1,exon,14637,14788
1,CDS,14637,14788
1,exon,14532,14568
1,CDS,14532,14568
1,exon,14366,14465
1,CDS,14366,14465
1,exon,14025,14309
1,CDS,14118,14309
1,stop_codon,14115,14117
1,five_prime_utr,16371,16421
1,three_prime_utr,14025,14114
1,gene,16424,19876
1,transcript,16424,19876
1,exon,18591,19876
1,CDS,18591,19388
1,start_codon,19386,19388
1,exon,18401,18529
1,CDS,18401,18529
1,exon,18233,18339
1,CDS,18233,18339
1,exon,18143,18170
1,CDS,18143,18170
1,exon,17799,18084
1,CDS,17799,18084
1,exon,17693,17737
1,CDS,17693,17737
1,exon,17488,17623
1,CDS,17488,17623
1,exon,17268,17433
1,CDS,17268,17433
1,exon,17158,17214
1,CDS,17158,17214
1,exon,16846,17104
1,CDS,16846,17104
1,exon,16424,16788
1,CDS,16739,16788
1,stop_codon,16736,16738
1,five_prime_utr,19389,19876
1,three_prime_utr,16424,16735
1,gene,20462,22871
1,transcript,20462,22871
1,exon,20462,22871
1,CDS,20909,22642
1,start_codon,22640,22642
1,stop_codon,20906,20908
1,five_prime_utr,22643,22871
1,three_prime_utr,20462,20905
1,gene,20522,22686
1,transcript,20522,22686
1,exon,20522,21286
1,exon,21329,21647
1,exon,21715,22686
1,gene,23086,24767
1,transcript,23086,24767
1,exon,23086,23660
1,exon,23706,23818
1,exon,23877,24148
1,exon,24206,24402
1,exon,24458,24606
1,exon,24652,24767
1,gene,24546,26154
1,transcript,24546,26154
1,exon,25904,26154
1,CDS,25904,26105
1,start_codon,26103,26105
1,exon,25769,25851
1,CDS,25769,25851
1,exon,25626,25715
1,CDS,25626,25715
1,exon,25438,25493
1,CDS,25438,25493
1,exon,24888,25372
1,CDS,24888,25372
1,exon,24546,24830
1,CDS,24790,24830
1,five_prime_utr,26106,26154
1,three_prime_utr,24546,24789
1,gene,26281,28570
1,transcript,26281,28570
1,exon,26281,26566
1,CDS,26374,26566
1,start_codon,26374,26376
1,exon,26624,26817
1,CDS,26624,26817
1,exon,26868,26954
1,CDS,26868,26954
1,exon,27007,27235
1,CDS,27007,27235
1,exon,27283,27535
1,CDS,27283,27535
1,exon,27599,28079
1,CDS,27599,28079
1,exon,28136,28570
1,CDS,28136,28444
1,stop_codon,28445,28447
1,five_prime_utr,26281,26373
1,three_prime_utr,28448,28570
1,gene,28550,32907
1,transcript,28550,32907
1,exon,32601,32907
1,CDS,32601,32831
1,start_codon,32829,32831
1,exon,32431,32560
1,CDS,32431,32560
1,exon,32116,32377
1,CDS,32116,32377
1,exon,31919,32076
1,CDS,31919,32076
1,exon,31680,31880
1,CDS,31680,31880
1,exon,30950,31641
1,CDS,30950,31641
1,exon,30744,30894
1,CDS,30744,30894
1,exon,30546,30671
1,CDS,30546,30671
1,exon,30358,30487
1,CDS,30358,30487
1,exon,30082,30307
1,CDS,30082,30307
1,exon,29897,30002
1,CDS,29897,30002
1,exon,29729,29838
1,CDS,29729,29838
1,exon,28954,29673
1,CDS,28954,29673
1,exon,28550,28885
1,CDS,28622,28885
1,stop_codon,28619,28621
1,five_prime_utr,32832,32907
1,three_prime_utr,28550,28618
1,gene,33099,34872
1,transcript,33099,34872
1,exon,33099,33745
1,CDS,33159,33745
1,start_codon,33159,33161
1,exon,33794,33902
1,CDS,33794,33902
1,exon,33954,33960
1,CDS,33954,33960
1,exon,34007,34077
1,CDS,34007,34077
1,exon,34136,34380
1,CDS,34136,34380
1,exon,34438,34486
1,CDS,34438,34486
1,exon,34548,34872
1,CDS,34548,34577
1,five_prime_utr,33099,33158
1,three_prime_utr,34578,34872
1,gene,35760,39836
1,transcript,35760,39836
1,exon,38064,39836
1,CDS,38064,39419
1,start_codon,39417,39419
1,exon,37440,37961
1,CDS,37440,37961
1,exon,36694,37354
1,CDS,36694,37354
1,exon,36444,36623
1,CDS,36444,36623
1,exon,35760,36270
1,CDS,36020,36270
1,five_prime_utr,39420,39836
1,three_prime_utr,35760,36019
1,gene,40233,42271
1,transcript,40233,42271
1,exon,40233,40496
1,CDS,40321,40496
1,start_codon,40321,40323
1,exon,40782,40838
1,CDS,40782,40838
1,exon,40908,41024
1,CDS,40908,41024
1,exon,41093,41157
1,CDS,41093,41157
1,exon,41471,41807
1,CDS,41471,41807
1,exon,41869,42271
